chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
lower,HB 935,NCV00008461,lower,"A4 Hall, L.   Third Reading",2013-05-07,other,62,56,2
lower,HB 937,NCV00008463,lower,A10 Jackson M3 To Lay On The Table  Third Reading,2013-05-07,other,69,45,6
lower,HB 937,NCV00008464,lower,A6 Riddell M3 To Lay On The Table  Third Reading,2013-05-07,other,64,50,6
lower,HB 937,NCV00008465,lower,A7 Glazier M3 To Lay On The Table  Third Reading,2013-05-07,other,69,45,6
lower,HB 937,NCV00008466,lower,A8 Insko M3 To Lay On The Table  Third Reading,2013-05-07,other,74,42,4
lower,HB 937,NCV00008467,lower,Third Reading,2013-05-07,other,78,42,0
lower,HB 937,NCV00008468,lower,A11 Luebke M3 To Lay On The Table  Third Reading,2013-05-07,other,74,43,3
lower,HB 937,NCV00008469,lower,A12 Adams M3 To Lay On The Table  Third Reading,2013-05-07,other,71,44,5
upper,SB 32,NCV00008470,upper,SECOND READING,2013-05-08,other,48,1,1
upper,SB 91,NCV00008471,upper,Conference Rpt Motion 8 To Adopt,2013-05-07,other,46,2,2
upper,SB 101,NCV00008472,upper,SECOND READING,2013-05-08,other,48,1,1
upper,SB 101,NCV00008473,upper,Amendment 1,2013-05-07,other,49,0,1
upper,SB 193,NCV00008474,upper,Second Reading,2013-05-08,other,49,0,1
upper,SB 193,NCV00008475,upper,Amendment 1,2013-05-08,other,49,0,1
upper,SB 252,NCV00008476,upper,SECOND READING,2013-05-08,other,49,0,1
upper,SB 264,NCV00008477,upper,SECOND READING,2013-05-08,other,49,0,1
upper,SB 337,NCV00008478,upper,Second Reading,2013-05-07,other,32,17,1
upper,SB 337,NCV00008480,upper,Amendment 2,2013-05-07,other,46,3,1
upper,SB 337,NCV00008482,upper,Amendment 4,2013-05-07,other,16,33,1
upper,SB 337,NCV00008484,upper,Amendment 6,2013-05-07,other,16,33,1
upper,SB 337,NCV00008485,upper,Amendment 7,2013-05-07,other,17,32,1
upper,SB 337,NCV00008486,upper,Amendment 8,2013-05-07,other,16,33,1
upper,SB 372,NCV00008487,upper,Amendment 1,2013-05-07,other,48,0,2
upper,SB 372,NCV00008489,upper,Amendment 2,2013-05-07,other,47,1,2
upper,SB 380,NCV00008490,upper,SECOND READING,2013-05-08,other,48,1,1
upper,SB 420,NCV00008491,upper,SECOND READING,2013-05-08,other,49,0,1
upper,SB 454,NCV00008492,upper,SECOND READING,2013-05-08,other,49,0,1
upper,SB 483,NCV00008493,upper,SECOND READING,2013-05-08,other,47,2,1
upper,SB 490,NCV00008494,upper,SECOND READING,2013-05-08,other,47,2,1
upper,SB 530,NCV00008495,upper,SECOND READING,2013-05-08,other,48,1,1
lower,HB 9,NCV00008496,lower,Third Reading,2013-05-08,other,85,34,1
lower,HB 9,NCV00008497,lower,Second Reading,2013-05-08,other,85,34,1
lower,HB 13,NCV00008498,upper,SECOND READING,2013-05-08,other,49,0,1
lower,HB 101,NCV00008499,lower,M4 Previous Question  Third Reading,2013-05-08,other,74,43,3
lower,HB 357,NCV00008501,lower,Second Reading,2013-05-08,other,118,0,2
lower,HB 358,NCV00008502,lower,Second Reading,2013-05-08,other,118,0,2
lower,HR 578,NCV00008503,lower,R2 For Adoption,2013-05-08,other,119,0,1
lower,HB 585,NCV00008504,lower,Third Reading,2013-05-08,other,116,0,4
lower,HB 609,NCV00008505,lower,M8 Re-Refer Insurance  Second Reading,2013-05-08,other,27,88,5
lower,HB 609,NCV00008506,lower,Second Reading,2013-05-08,other,87,27,6
lower,HB 628,NCV00008507,lower,Second Reading,2013-05-08,other,78,34,8
lower,HB 628,NCV00008508,lower,A1 Samuelson   Second Reading,2013-05-08,other,53,58,9
lower,HB 665,NCV00008509,lower,Second Reading,2013-05-08,other,113,0,7
lower,HB 670,NCV00008510,lower,Second Reading,2013-05-08,other,113,0,7
lower,HB 671,NCV00008511,lower,Third Reading,2013-05-08,other,116,0,4
lower,HB 692,NCV00008513,lower,Second Reading,2013-05-08,other,111,1,8
lower,HB 700,NCV00008514,lower,Second Reading,2013-05-08,other,112,0,8
lower,HB 706,NCV00008515,upper,SECOND READING,2013-05-07,other,46,3,1
lower,HB 718,NCV00008516,lower,Second Reading,2013-05-08,other,113,0,7
lower,HR 720,NCV00008517,lower,R2 For Adoption,2013-05-08,other,119,0,1
lower,HB 779,NCV00008518,lower,Second Reading,2013-05-08,other,113,0,7
lower,HB 784,NCV00008519,lower,Second Reading,2013-05-08,other,118,0,2
lower,HB 785,NCV00008520,lower,Second Reading,2013-05-08,other,113,1,6
lower,HB 817,NCV00008521,lower,A1 McGrady   Second Reading,2013-05-08,other,118,0,2
lower,HB 817,NCV00008522,lower,A2 Michaux   Second Reading,2013-05-08,other,43,74,3
lower,HB 817,NCV00008523,lower,Second Reading,2013-05-08,other,96,22,2
upper,SB 78,NCV00008524,upper,SECOND READING,2013-05-09,other,47,0,3
upper,SB 132,NCV00008525,upper,Second Reading,2013-05-09,other,41,5,4
upper,SB 132,NCV00008526,upper,Amendment 1,2013-05-09,other,47,0,3
upper,SB 321,NCV00008527,upper,Amendment 1,2013-05-09,other,48,0,2
upper,SB 321,NCV00008528,upper,Second Reading,2013-05-09,other,48,0,2
upper,SB 370,NCV00008529,upper,Amendment 1,2013-05-09,other,48,0,2
upper,SB 444,NCV00008531,upper,SECOND READING,2013-05-09,other,48,0,2
upper,SB 473,NCV00008532,upper,SECOND READING,2013-05-09,other,48,0,2
upper,SB 542,NCV00008533,upper,Second Reading,2013-05-09,other,48,0,2
upper,SB 542,NCV00008534,upper,Amendment 1,2013-05-09,other,48,0,2
upper,SB 719,NCV00008536,upper,SECOND READING,2013-05-09,other,48,0,2
lower,HB 442,NCV00008538,lower,Second Reading,2013-05-09,other,111,4,5
lower,HJR 444,NCV00008539,upper,Second Reading,2013-05-09,other,47,0,3
lower,HB 526,NCV00008540,lower,Second Reading,2013-05-09,other,115,0,5
lower,HB 552,NCV00008541,lower,Second Reading,2013-05-09,other,114,0,6
lower,HB 609,NCV00008542,lower,A2 Stevens   Third Reading,2013-05-09,other,80,36,4
lower,HB 609,NCV00008543,lower,Third Reading,2013-05-09,other,112,5,3
lower,HB 656,NCV00008544,lower,Second Reading,2013-05-09,other,113,2,5
lower,HB 698,NCV00008545,lower,Second Reading,2013-05-09,other,113,0,7
lower,HB 870,NCV00008548,lower,Second Reading,2013-05-09,other,87,29,4
lower,HB 930,NCV00008549,lower,Second Reading,2013-05-09,other,101,14,5
lower,HB 968,NCV00008551,lower,Second Reading,2013-05-09,other,105,6,9
lower,HB 968,NCV00008552,lower,A1 Blackwell   Second Reading,2013-05-09,other,110,2,8
lower,HB 969,NCV00008553,lower,A1 Blackwell   Second Reading,2013-05-09,other,110,0,10
lower,HB 969,NCV00008554,lower,Second Reading,2013-05-09,other,106,6,8
upper,SB 73,NCV00008557,upper,SECOND READING,2013-05-13,other,46,2,2
upper,SB 127,NCV00008558,upper,Second Reading,2013-05-13,other,31,17,2
upper,SB 127,NCV00008559,upper,Amendment 1,2013-05-13,other,49,0,1
upper,SB 132,NCV00008560,upper,THIRD READING,2013-05-13,other,38,10,2
upper,SB 327,NCV00008561,upper,SECOND READING,2013-05-13,other,48,0,2
upper,SB 393,NCV00008562,upper,SECOND READING,2013-05-13,other,49,0,1
upper,SB 399,NCV00008563,upper,Amendment 1,2013-05-13,other,49,0,1
upper,SB 399,NCV00008565,upper,Third Reading,2013-05-13,other,49,0,1
upper,SB 444,NCV00008567,upper,THIRD READING,2013-05-13,other,48,0,2
upper,SB 465,NCV00008568,upper,Amendment 1,2013-05-13,other,44,4,2
upper,SB 465,NCV00008569,upper,Second Reading,2013-05-13,other,48,0,2
upper,SB 553,NCV00008570,upper,SECOND READING,2013-05-13,other,47,1,2
upper,SB 626,NCV00008571,upper,SECOND READING,2013-05-13,other,48,0,2
upper,SB 683,NCV00008572,upper,Amendment 1,2013-05-13,other,48,0,2
upper,SB 683,NCV00008573,upper,Second Reading,2013-05-13,other,48,0,2
upper,SB 25,NCV00008574,upper,SECOND READING,2013-05-14,other,50,0,0
upper,SB 127,NCV00008575,upper,Amendment 2,2013-05-14,other,44,3,3
upper,SB 127,NCV00008576,upper,Third Reading,2013-05-14,other,33,15,2
upper,SB 409,NCV00008577,upper,SECOND READING,2013-05-14,other,49,0,1
upper,SR 432,NCV00008578,upper,Motion 8 To Adopt,2013-05-14,other,48,0,2
upper,SB 553,NCV00008579,upper,THIRD READING,2013-05-14,other,49,0,1
upper,SB 613,NCV00008580,upper,Second Reading,2013-05-14,other,50,0,0
upper,SB 630,NCV00008581,upper,Second Reading,2013-05-14,other,49,0,1
upper,SB 630,NCV00008582,upper,Amendment 1,2013-05-14,other,49,0,1
upper,SB 636,NCV00008583,upper,SECOND READING,2013-05-14,other,49,0,1
lower,HB 26,NCV00008584,lower,Second Reading,2013-05-13,other,114,0,6
lower,HB 26,NCV00008585,lower,"A1 Moore, T.   Second Reading",2013-05-13,other,114,0,6
lower,HB 60,NCV00008587,lower,Second Reading,2013-05-13,other,112,0,8
lower,HB 60,NCV00008588,lower,A1 Howard   Second Reading,2013-05-13,other,111,0,9
lower,HB 74,NCV00008589,lower,Second Reading,2013-05-13,other,90,24,6
lower,HB 92,NCV00008590,lower,Third Reading,2013-05-14,other,116,0,4
lower,HB 92,NCV00008591,lower,Second Reading,2013-05-13,other,113,1,6
lower,HB 92,NCV00008592,lower,A1 Arp   Second Reading,2013-05-13,other,114,0,6
lower,HB 168,NCV00008594,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 177,NCV00008595,lower,Second Reading,2013-05-14,other,112,2,6
lower,HB 201,NCV00008597,lower,A1 Glazier   Third Reading,2013-05-14,other,114,1,5
lower,HB 201,NCV00008598,lower,Second Reading,2013-05-14,other,80,33,7
lower,HB 219,NCV00008599,lower,Second Reading,2013-05-13,other,113,0,7
lower,HB 243,NCV00008600,upper,Second Reading,2013-05-14,other,25,23,2
lower,HB 243,NCV00008601,upper,Amendment 1,2013-05-14,other,23,25,2
lower,HB 254,NCV00008602,upper,Second Reading,2013-05-14,other,49,0,1
lower,HB 254,NCV00008603,upper,Amendment 1,2013-05-14,other,49,0,1
lower,HB 311,NCV00008605,lower,Third Reading,2013-05-14,other,117,0,3
lower,HB 311,NCV00008606,lower,Second Reading,2013-05-13,other,114,0,6
lower,HB 320,NCV00008607,lower,Second Reading,2013-05-14,other,115,0,5
lower,HB 320,NCV00008608,lower,A1 Dollar   Second Reading,2013-05-14,other,115,0,5
lower,HB 343,NCV00008609,lower,Third Reading,2013-05-14,other,116,0,4
lower,HB 343,NCV00008610,lower,Second Reading,2013-05-13,other,114,0,6
lower,HB 364,NCV00008612,lower,Second Reading,2013-05-13,other,113,0,7
lower,HJR 374,NCV00008613,lower,Second Reading,2013-05-13,other,114,0,6
lower,HB 433,NCV00008615,upper,SECOND READING,2013-05-14,other,48,1,1
lower,HB 458,NCV00008616,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 473,NCV00008617,lower,A1 Dockham   Second Reading,2013-05-14,other,116,0,4
lower,HB 477,NCV00008619,lower,"A1 Ross, D.   Second Reading",2013-05-13,other,114,0,6
lower,HB 477,NCV00008620,lower,Second Reading,2013-05-13,other,114,0,6
lower,HB 484,NCV00008623,upper,Second Reading,2013-05-14,other,48,0,2
lower,HB 491,NCV00008624,lower,Second Reading,2013-05-14,other,69,44,7
lower,HB 519,NCV00008626,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 526,NCV00008627,lower,Third Reading,2013-05-13,other,110,0,10
lower,HB 533,NCV00008628,lower,A2 Elmore   Second Reading,2013-05-14,other,115,0,5
lower,HB 533,NCV00008629,lower,A1 Jordan   Second Reading,2013-05-14,other,115,0,5
lower,HB 552,NCV00008630,lower,Third Reading,2013-05-13,other,113,0,7
lower,HB 562,NCV00008631,lower,Third Reading,2013-05-14,other,89,0,31
lower,HB 562,NCV00008632,lower,Second Reading,2013-05-13,other,111,0,9
lower,HB 567,NCV00008633,lower,Third Reading,2013-05-14,other,110,0,10
lower,HB 567,NCV00008634,lower,Second Reading,2013-05-13,other,112,1,7
lower,HB 573,NCV00008635,lower,Second Reading,2013-05-14,other,114,1,5
lower,HB 593,NCV00008636,lower,Second Reading,2013-05-13,other,112,2,6
lower,HB 615,NCV00008637,lower,Second Reading,2013-05-14,other,112,4,4
lower,HB 623,NCV00008638,lower,Second Reading,2013-05-13,other,110,3,7
lower,HB 625,NCV00008639,lower,Second Reading,2013-05-13,other,113,0,7
lower,HB 628,NCV00008641,lower,Third Reading,2013-05-13,other,70,43,7
lower,HB 629,NCV00008643,lower,Second Reading,2013-05-13,other,111,2,7
lower,HB 634,NCV00008645,lower,Second Reading,2013-05-14,other,109,7,4
lower,HB 664,NCV00008647,lower,Second Reading,2013-05-13,other,109,3,8
lower,HB 669,NCV00008648,lower,Second Reading,2013-05-14,other,114,1,5
lower,HB 674,NCV00008649,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 675,NCV00008651,lower,Second Reading,2013-05-13,other,114,0,6
lower,HB 677,NCV00008652,lower,Second Reading,2013-05-13,other,73,41,6
lower,HB 684,NCV00008653,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 710,NCV00008654,lower,A1 Hager   Second Reading,2013-05-14,other,116,0,4
lower,HB 727,NCV00008656,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 743,NCV00008657,lower,Second Reading,2013-05-14,other,109,7,4
lower,HB 759,NCV00008659,lower,Second Reading,2013-05-14,other,112,4,4
lower,HB 773,NCV00008661,lower,Second Reading,2013-05-13,other,75,39,6
lower,HB 773,NCV00008662,lower,"A1 Brawley, W.   Second Reading",2013-05-13,other,111,1,8
lower,HB 773,NCV00008663,lower,Third Reading,2013-05-14,other,83,32,5
lower,HB 774,NCV00008664,lower,Second Reading,2013-05-13,other,113,0,7
lower,HB 796,NCV00008667,lower,Second Reading,2013-05-14,other,113,2,5
lower,HB 802,NCV00008668,lower,A1 Riddell   Second Reading,2013-05-13,other,112,0,8
lower,HB 802,NCV00008669,lower,A2 Faircloth   Second Reading,2013-05-13,other,77,37,6
lower,HB 802,NCV00008670,lower,Second Reading,2013-05-13,other,111,3,6
lower,HB 802,NCV00008671,lower,Third Reading,2013-05-13,other,110,3,7
lower,HB 810,NCV00008672,lower,Second Reading,2013-05-13,other,111,1,8
lower,HB 810,NCV00008673,lower,Third Reading,2013-05-14,other,112,3,5
lower,HB 813,NCV00008674,lower,Second Reading,2013-05-13,other,113,0,7
lower,HB 832,NCV00008675,lower,A1 Avila   Second Reading,2013-05-13,other,113,0,7
lower,HB 832,NCV00008676,lower,Second Reading,2013-05-13,other,113,0,7
lower,HB 834,NCV00008677,lower,Second Reading,2013-05-14,other,110,5,5
lower,HB 838,NCV00008678,lower,Second Reading,2013-05-14,other,115,0,5
lower,HB 842,NCV00008679,lower,Second Reading,2013-05-14,other,111,4,5
lower,HB 854,NCV00008681,lower,Second Reading,2013-05-14,other,115,0,5
lower,HB 884,NCV00008682,lower,A1 Hamilton   Second Reading,2013-05-14,other,116,0,4
lower,HB 884,NCV00008683,lower,Second Reading,2013-05-14,other,115,1,4
lower,HB 891,NCV00008685,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 895,NCV00008686,lower,Second Reading,2013-05-14,other,113,0,7
lower,HB 902,NCV00008687,lower,Second Reading,2013-05-14,other,115,0,5
lower,HB 908,NCV00008688,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 912,NCV00008690,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 918,NCV00008691,lower,A1 Stam   Second Reading,2013-05-13,other,112,2,6
lower,HB 919,NCV00008692,lower,Second Reading,2013-05-14,other,115,1,4
lower,HB 919,NCV00008693,lower,A1 Jones   Second Reading,2013-05-14,other,116,0,4
lower,HB 919,NCV00008694,lower,A2 Harrison   Second Reading,2013-05-14,other,116,0,4
lower,HB 923,NCV00008695,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 926,NCV00008696,lower,Second Reading,2013-05-14,other,116,0,4
lower,HB 1001,NCV00008697,lower,A1 Fisher   Second Reading,2013-05-13,other,114,0,6
lower,HB 1002,NCV00008698,lower,Second Reading,2013-05-13,other,111,2,7
upper,SB 85,NCV00008700,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 103,NCV00008701,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 112,NCV00008702,upper,Amendment 1,2013-05-15,other,48,0,2
upper,SB 112,NCV00008703,upper,Third Reading,2013-05-15,other,48,0,2
upper,SB 112,NCV00008704,upper,Second Reading,2013-05-15,other,43,5,2
upper,SB 151,NCV00008705,upper,Second Reading,2013-05-15,other,36,11,3
upper,SB 151,NCV00008706,upper,Amendment 3 Motion 1 To Table,2013-05-15,other,32,15,3
upper,SB 151,NCV00008707,upper,Amendment 1,2013-05-15,other,47,0,3
upper,SB 151,NCV00008708,upper,Amendment 2,2013-05-15,other,13,33,4
upper,SB 156,NCV00008709,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 174,NCV00008710,upper,Second Reading,2013-05-15,other,34,14,2
upper,SB 182,NCV00008711,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 182,NCV00008712,upper,Amendment 1,2013-05-15,other,48,0,2
upper,SB 210,NCV00008713,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 211,NCV00008714,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 236,NCV00008715,upper,Second Reading,2013-05-15,other,33,15,2
upper,SB 236,NCV00008716,upper,Amendment 1,2013-05-15,other,47,0,3
upper,SB 269,NCV00008717,upper,Second Reading,2013-05-15,other,46,1,3
upper,SB 294,NCV00008718,upper,Second Reading,2013-05-15,other,47,1,2
upper,SB 297,NCV00008719,upper,Amendment 1,2013-05-15,other,48,0,2
upper,SB 297,NCV00008720,upper,Second Reading,2013-05-15,other,46,0,4
upper,SB 376,NCV00008721,upper,SECOND READING,2013-05-15,other,48,0,2
upper,SB 406,NCV00008722,upper,Second Reading,2013-05-15,other,48,0,2
upper,SJR 431,NCV00008723,upper,Second Reading,2013-05-15,other,47,0,3
upper,SB 468,NCV00008725,upper,SECOND READING,2013-05-15,other,47,0,3
upper,SB 475,NCV00008726,upper,Amendment 1,2013-05-15,other,44,0,6
upper,SB 475,NCV00008727,upper,Second Reading,2013-05-15,other,47,0,3
upper,SB 477,NCV00008728,upper,Second Reading,2013-05-15,other,47,0,3
upper,SB 494,NCV00008730,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 501,NCV00008731,upper,SECOND READING,2013-05-15,other,47,0,3
upper,SB 515,NCV00008732,upper,Amendment 1,2013-05-15,other,47,0,3
upper,SB 515,NCV00008733,upper,Second Reading,2013-05-15,other,31,16,3
upper,SB 523,NCV00008734,upper,Second Reading,2013-05-15,other,29,19,2
upper,SB 580,NCV00008735,upper,SECOND READING,2013-05-15,other,47,0,3
upper,SB 583,NCV00008736,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 584,NCV00008737,upper,Second Reading,2013-05-15,other,48,0,2
upper,SB 614,NCV00008739,upper,Second Reading,2013-05-15,other,47,0,3
upper,SB 653,NCV00008740,upper,SECOND READING,2013-05-15,other,47,0,3
upper,SB 689,NCV00008741,upper,Second Reading,2013-05-15,other,46,2,2
upper,SB 717,NCV00008742,upper,SECOND READING,2013-05-15,other,46,0,4
lower,HB 119,NCV00008743,upper,Second Reading,2013-05-15,other,48,0,2
lower,HB 433,NCV00008744,upper,Amendment 1,2013-05-15,other,48,0,2
lower,HB 433,NCV00008745,upper,Third Reading,2013-05-15,other,47,1,2
upper,SB 103,NCV00008746,upper,Third Reading,2013-05-16,other,45,0,5
upper,SB 174,NCV00008747,upper,Third Reading,2013-05-16,other,36,9,5
upper,SB 269,NCV00008748,upper,Third Reading,2013-05-16,other,45,0,5
lower,HB 107,NCV00008750,lower,Third Reading,2013-05-16,other,87,22,11
lower,HB 107,NCV00008751,lower,Second Reading,2013-05-16,other,71,39,10
lower,HB 107,NCV00008752,lower,A1 Hamilton   Third Reading,2013-05-16,other,108,0,12
lower,HB 109,NCV00008753,lower,Second Reading,2013-05-15,other,113,1,6
lower,HB 157,NCV00008755,lower,Second Reading,2013-05-15,other,113,0,7
lower,HB 182,NCV00008756,lower,Second Reading,2013-05-15,other,103,10,7
lower,HB 232,NCV00008757,lower,Second Reading,2013-05-15,other,113,0,7
lower,HB 269,NCV00008759,lower,A4 Hamilton   Third Reading,2013-05-15,other,42,70,8
lower,HB 269,NCV00008760,lower,A2 Brandon   Second Reading,2013-05-15,other,106,2,12
lower,HB 269,NCV00008761,lower,A1 Stam   Second Reading,2013-05-15,other,107,0,13
lower,HB 269,NCV00008762,lower,Second Reading,2013-05-15,other,74,37,9
lower,HB 269,NCV00008763,lower,Third Reading,2013-05-15,other,76,36,8
lower,HB 273,NCV00008764,lower,Second Reading,2013-05-15,other,71,40,9
lower,HB 273,NCV00008765,lower,Third Reading,2013-05-16,other,73,39,8
lower,HB 273,NCV00008766,lower,A1 Horn   Second Reading,2013-05-15,other,111,1,8
lower,HB 300,NCV00008767,lower,Second Reading,2013-05-15,other,113,0,7
lower,HB 320,NCV00008768,lower,Third Reading,2013-05-15,other,114,0,6
lower,HB 320,NCV00008769,lower,A2 Dollar   Third Reading,2013-05-15,other,114,0,6
lower,HB 341,NCV00008770,lower,Second Reading,2013-05-15,other,106,3,11
lower,HB 345,NCV00008771,lower,Second Reading,2013-05-15,other,112,2,6
lower,HB 345,NCV00008772,lower,A1 Faircloth   Second Reading,2013-05-15,other,113,1,6
lower,HB 359,NCV00008773,lower,Second Reading,2013-05-15,other,114,0,6
lower,HB 362,NCV00008774,lower,Second Reading,2013-05-15,other,111,1,8
lower,HB 378,NCV00008775,lower,Second Reading,2013-05-15,other,115,0,5
lower,HB 417,NCV00008776,lower,Second Reading,2013-05-15,other,114,0,6
lower,HB 421,NCV00008777,lower,Second Reading,2013-05-15,other,114,0,6
lower,HB 421,NCV00008778,lower,Third Reading,2013-05-16,other,110,0,10
lower,HB 440,NCV00008779,lower,A1 Stam   Second Reading,2013-05-15,other,100,5,15
lower,HB 440,NCV00008780,lower,M6 Reconsider  Second Reading,2013-05-15,other,68,42,10
lower,HB 440,NCV00008781,lower,Second Reading,2013-05-15,other,52,60,8
lower,HB 440,NCV00008782,lower,A4 Jordan   Second Reading,2013-05-15,other,89,20,11
lower,HB 440,NCV00008783,lower,A5 Jordan   Second Reading,2013-05-15,other,98,11,11
lower,HB 440,NCV00008784,lower,A2 Jordan   Second Reading,2013-05-15,other,93,16,11
lower,HB 440,NCV00008785,lower,A3 Jordan   Second Reading,2013-05-15,other,84,25,11
lower,HB 450,NCV00008786,lower,Second Reading,2013-05-15,other,112,0,8
lower,HB 465,NCV00008788,lower,A1 McNeill   Second Reading,2013-05-15,other,113,1,6
lower,HB 473,NCV00008789,lower,Third Reading,2013-05-15,other,112,0,8
lower,HB 484,NCV00008790,lower,M11 Concur,2013-05-15,other,111,1,8
lower,HB 498,NCV00008791,lower,A1 Wilkins   Second Reading,2013-05-15,other,106,3,11
lower,HB 498,NCV00008792,lower,Second Reading,2013-05-15,other,105,7,8
lower,HB 498,NCV00008793,lower,A2 Szoka   Second Reading,2013-05-15,other,35,76,9
lower,HB 498,NCV00008794,lower,A3 Collins   Second Reading,2013-05-15,other,109,2,9
lower,HB 498,NCV00008795,lower,A4 Goodman   Second Reading,2013-05-15,other,42,68,10
lower,HB 498,NCV00008796,lower,A5 Fulghum   Second Reading,2013-05-15,other,18,93,9
lower,HB 533,NCV00008799,lower,A3 Floyd   Third Reading,2013-05-15,other,108,0,12
lower,HB 614,NCV00008800,lower,Second Reading,2013-05-15,other,112,1,7
lower,HB 639,NCV00008801,lower,Second Reading,2013-05-15,other,111,1,8
lower,HB 643,NCV00008802,lower,Second Reading,2013-05-15,other,54,56,10
lower,HB 643,NCV00008803,lower,M4 Previous Question  Second Reading,2013-05-15,other,87,22,11
lower,HB 643,NCV00008804,lower,M6 Reconsider  Second Reading,2013-05-15,other,63,47,10
lower,HB 649,NCV00008805,lower,Third Reading,2013-05-15,other,113,0,7
lower,HB 649,NCV00008806,lower,Second Reading,2013-05-16,other,107,0,13
lower,HB 649,NCV00008807,lower,M6 Reconsider  Third Reading,2013-05-16,other,111,0,9
lower,HB 683,NCV00008810,lower,Second Reading,2013-05-15,other,73,36,11
lower,HB 683,NCV00008811,lower,A1 Blackwell   Third Reading,2013-05-15,other,63,49,8
lower,HB 683,NCV00008812,lower,Third Reading,2013-05-15,other,79,33,8
lower,HB 691,NCV00008813,lower,Second Reading,2013-05-15,other,113,0,7
lower,HB 695,NCV00008814,lower,Second Reading,2013-05-15,other,74,36,10
lower,HB 695,NCV00008817,lower,A1 Davis   Third Reading,2013-05-16,other,111,1,8
lower,HB 711,NCV00008819,lower,Second Reading,2013-05-15,other,109,2,9
lower,HB 714,NCV00008820,lower,A1 Schaffer   Second Reading,2013-05-15,other,114,1,5
lower,HB 714,NCV00008821,lower,Second Reading,2013-05-15,other,91,22,7
lower,HB 726,NCV00008822,lower,Second Reading,2013-05-15,other,111,0,9
lower,HB 730,NCV00008823,lower,A2 Insko   Second Reading,2013-05-15,other,39,70,11
lower,HB 730,NCV00008825,lower,M4 Previous Question  Second Reading,2013-05-15,other,71,36,13
lower,HB 730,NCV00008826,lower,Second Reading,2013-05-15,other,67,38,15
lower,HB 730,NCV00008827,lower,M4 Previous Question  Third Reading,2013-05-16,other,70,36,14
lower,HB 730,NCV00008828,lower,Third Reading,2013-05-16,other,73,39,8
lower,HB 730,NCV00008829,lower,A4 Stam   Third Reading,2013-05-16,other,107,4,9
lower,HB 730,NCV00008830,lower,A1 Stam   Second Reading,2013-05-15,other,79,32,9
lower,HB 735,NCV00008831,lower,A2 Glazier   Second Reading,2013-05-15,other,41,73,6
lower,HB 735,NCV00008832,lower,A1 Glazier   Second Reading,2013-05-15,other,52,62,6
lower,HB 735,NCV00008833,lower,Second Reading,2013-05-15,other,76,38,6
lower,HB 755,NCV00008834,lower,A1 Avila M4 Previous Question  Second Reading,2013-05-15,other,80,30,10
lower,HB 755,NCV00008835,lower,A1 Avila   Second Reading,2013-05-15,other,68,41,11
lower,HB 767,NCV00008836,lower,A1 Whitmire   Second Reading,2013-05-16,other,112,0,8
lower,HB 767,NCV00008837,lower,Second Reading,2013-05-16,other,111,0,9
lower,HB 814,NCV00008840,lower,Second Reading,2013-05-16,other,111,0,9
lower,HB 834,NCV00008841,lower,A2 Holley   Third Reading,2013-05-15,other,44,69,7
lower,HB 834,NCV00008842,lower,A1 Jackson   Third Reading,2013-05-15,other,48,65,7
lower,HB 834,NCV00008843,lower,Third Reading,2013-05-15,other,74,40,6
lower,HB 834,NCV00008844,lower,A3 Holley   Third Reading,2013-05-15,other,44,70,6
lower,HB 840,NCV00008845,lower,Second Reading,2013-05-15,other,113,0,7
lower,HB 843,NCV00008846,lower,Second Reading,2013-05-15,other,112,1,7
lower,HB 846,NCV00008847,lower,"A1 Hall, D.   Second Reading",2013-05-15,other,107,2,11
lower,HB 846,NCV00008848,lower,Second Reading,2013-05-15,other,111,1,8
lower,HB 846,NCV00008849,lower,M4 Previous Question  Third Reading,2013-05-16,other,78,34,8
lower,HB 846,NCV00008850,lower,A3 Saine   Third Reading,2013-05-16,other,112,0,8
lower,HB 846,NCV00008851,lower,Third Reading,2013-05-16,other,77,35,8
lower,HB 846,NCV00008852,lower,A2 Saine   Third Reading,2013-05-16,other,111,0,9
lower,HB 857,NCV00008854,lower,Second Reading,2013-05-15,other,112,0,8
lower,HB 868,NCV00008855,lower,Second Reading,2013-05-15,other,113,0,7
