state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
nc,2013,lower,HB 503,School Calendar Flexibility/Certain Counties.,2013-04-03 03:07:00.014000,2014-03-05 01:13:10.188000,bill,State Agencies|Education|Municipal and County Issues|Legislative Affairs
nc,2013,lower,HB 504,Local Electronic Notice.,2013-04-03 03:07:00.215000,2014-03-05 01:12:25.195000,bill,Legislative Affairs|Other|Technology and Communication|Municipal and County Issues
nc,2013,lower,HB 505,Extend DSWC Animal Waste Inspections.,2013-04-03 03:07:00.347000,2014-03-05 01:11:53.671000,bill,Legislative Affairs|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Other|Animal Rights and Wildlife Issues|Legal Issues
nc,2013,lower,HB 506,Weddington/Fire Dept Agreements.,2013-04-03 03:07:01.189000,2014-03-05 01:10:37.695000,bill,Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Other|Business and Consumers
nc,2013,lower,HB 509,School Calendar Flex/Charlotte-Meck Schools.,2013-04-03 03:07:01.569000,2014-03-05 01:13:01.218000,bill,State Agencies|Education|Municipal and County Issues|Legislative Affairs
nc,2013,lower,HB 51,Increase Access To Career/Technical Ed.,2013-02-05 19:39:44.524000,2014-03-05 01:08:17.212000,bill,Labor and Employment|State Agencies|Education|Public Services|Legislative Affairs
nc,2013,lower,HB 510,Foster Care Children's Bill of Rights.,2013-04-03 03:07:01.688000,2014-03-05 01:07:00.176000,bill,Public Services|Family and Children Issues|Legislative Affairs|Crime
nc,2013,lower,HB 511,Noncovered Vision Services.,2013-04-03 03:07:01.855000,2014-03-05 01:07:28.843000,bill,Public Services|Health|Insurance
nc,2013,lower,HB 512,Central Carolina Com. Coll. Trustee Elections.,2013-04-03 03:07:02.060000,2014-03-05 01:15:48.337000,bill,Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|Other|State Agencies|Education
nc,2013,lower,HB 513,Clarify Dealer Plates Law.,2013-04-03 03:07:02.301000,2014-03-05 01:07:54.010000,bill,Commerce|Public Services|Transportation|Legal Issues
nc,2013,lower,HB 515,Amend Credit Union Laws.,2013-04-03 03:07:02.614000,2014-03-05 01:08:57.554000,bill,Family and Children Issues|Commerce|Public Services|Legal Issues|Legislative Affairs
nc,2013,lower,HB 516,Name/Address of Lottery Winner Confidential.,2013-04-03 03:07:02.787000,2014-03-05 01:07:52.183000,bill,State Agencies|Business and Consumers|Public Services|Gambling and Gaming|Civil Liberties and Civil Rights
nc,2013,lower,HB 517,Rockingham/No Right-of-Way Spotlighting.,2013-04-03 03:07:02.924000,2014-03-05 01:15:30.697000,bill,Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Environmental|State Agencies|Animal Rights and Wildlife Issues
nc,2013,lower,HB 518,Second Amendment Protection Act.,2013-04-03 03:07:03.066000,2014-03-05 01:14:09.095000,bill,Commerce|Legislative Affairs|Public Services|Executive Branch|State Agencies|Guns
nc,2013,lower,HB 519,Property Insurance Rate-Making Reform.,2013-04-03 03:07:03.239000,2014-03-05 01:14:16.937000,bill,Commerce|Legal Issues|Public Services|Other|Business and Consumers|Insurance
nc,2013,lower,HB 520,Convert Air Carrier Fuel Refund to Exemption.,2013-04-03 03:07:03.358000,2014-03-05 01:13:49.615000,bill,"Commerce|Energy|Transportation|Public Services|Budget, Spending, and Taxes"
nc,2013,lower,HB 521,Governance of Dep't of Public Instruction.,2013-04-03 03:07:03.499000,2014-03-05 01:15:15.052000,bill,Government Reform|Legislative Affairs|Public Services|Executive Branch|Campaign Finance and Election Issues|Other|State Agencies|Education
nc,2013,lower,HB 522,Foreign Laws/Protect Constitutional Rights.,2013-04-03 03:07:03.651000,2014-03-05 01:12:36.396000,bill,Housing and Property|Public Services|Legislative Affairs
nc,2013,lower,HB 523,Pitt Co. Bd. of Education.,2013-04-03 03:07:03.813000,2014-03-05 01:05:26.193000,bill,Government Reform|Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|Other|State Agencies|Education
nc,2013,lower,HB 524,Greensboro Charter Amendments.,2013-04-03 03:07:04.006000,2014-03-05 01:08:31.059000,bill,Commerce|Legislative Affairs|Municipal and County Issues|Other|Housing and Property|State Agencies|Business and Consumers
nc,2013,lower,HB 525,City of Greensboro/Motor Vehicle Tax.,2013-04-03 03:07:04.201000,2014-03-05 01:12:23.142000,bill,"Housing and Property|Transportation|Municipal and County Issues|Budget, Spending, and Taxes|Legal Issues"
nc,2013,lower,HB 526,Chadbourn Voluntary Annexation.,2013-04-03 03:07:04.348000,2014-03-05 01:08:43.265000,bill,Legislative Affairs|Municipal and County Issues
nc,2013,lower,HB 527,High Point MPO.,2013-04-03 03:07:04.619000,2014-03-05 01:14:54.671000,bill,Legislative Affairs|Transportation|Legal Issues|Municipal and County Issues
nc,2013,lower,HB 528,Mass Layoffs/Displaced Worker Assistance.,2013-04-03 03:07:04.953000,2014-03-05 01:11:40.180000,bill,Commerce|Public Services|Executive Branch|Labor and Employment|State Agencies|Insurance
nc,2013,lower,HB 529,Edgecombe County Occupancy Tax Authorization.,2013-04-03 03:07:05.216000,2014-03-05 01:14:30.153000,bill,"Commerce|Legislative Affairs|Municipal and County Issues|Other|Budget, Spending, and Taxes|Business and Consumers"
nc,2013,lower,HB 53,NC Right to Work/Secret Ballot Amendments.,2013-02-05 19:39:46.306000,2014-03-05 01:15:52.592000,bill,Commerce|Government Reform|Legislative Affairs|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Labor and Employment|State Agencies
nc,2013,lower,HB 530,Buncombe MPO Membership.,2013-04-03 03:07:05.380000,2014-03-05 01:05:14.901000,bill,State Agencies|Transportation|Legislative Affairs|Municipal and County Issues|Legal Issues
nc,2013,lower,HB 531,"Weaverville, Buncombe & Henderson.",2013-04-03 03:07:05.491000,2014-06-27 00:20:07.619000,bill,Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Other|Arts and Humanities
nc,2013,lower,HB 532,No Drinking in EMS & Law Enforcement Vehicles.,2013-04-03 03:07:05.602000,2014-03-05 01:05:14.701000,bill,Transportation|Legal Issues|Legislative Affairs|Public Services|Crime|Labor and Employment|Other
nc,2013,lower,HB 533,Detention of Mentally Ill in Facility.,2013-04-04 03:01:11.370000,2014-03-05 01:14:59.108000,bill,Municipal and County Issues|Legislative Affairs|Crime|Health|Business and Consumers|Legal Issues
nc,2013,lower,HB 534,Rebuttable Presumption/Shared Parenting.,2013-04-04 03:01:11.481000,2014-03-05 01:14:03.227000,bill,Public Services|Judiciary|Family and Children Issues|Legal Issues
nc,2013,lower,HB 535,All Arrestees Fingerprinted/Photographed.,2013-04-04 03:01:11.589000,2014-03-05 01:12:42.806000,bill,Legislative Affairs|Public Services|Judiciary|Crime|Other|Technology and Communication|State Agencies
nc,2013,lower,HB 536,Ignition Interlock Req'd/All DWIs.,2013-04-04 03:01:11.691000,2014-03-05 01:14:57.811000,bill,"Transportation|Legal Issues|Drugs|Public Services|Judiciary|Crime|Other|Budget, Spending, and Taxes|Education|Welfare and Poverty"
nc,2013,lower,HB 537,Edenton-Chowan Sch. Bd. Terms.,2013-04-04 03:01:11.831000,2014-03-05 01:15:24.996000,bill,Government Reform|Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|State Agencies|Education
nc,2013,lower,HB 538,Apex Land Use Changes.,2013-04-04 03:01:11.927000,2014-03-05 01:06:50.775000,bill,State Agencies|Legislative Affairs|Municipal and County Issues|Legal Issues
nc,2013,lower,HB 539,MAP 21 Conforming Revisions.,2013-04-04 03:01:12.028000,2014-03-05 01:06:00.523000,bill,Transportation|Legal Issues|Public Services|Judiciary|Crime|Welfare and Poverty
nc,2013,lower,HB 540,Turnpike Authority/No Bill Until $5 Owed.,2013-04-04 03:01:12.139000,2014-03-05 01:14:45.108000,bill,State Agencies|Other|Transportation|Public Services
nc,2013,lower,HB 541,Durham Voluntary Annexations.,2013-04-04 03:01:12.291000,2014-03-05 01:07:44.284000,bill,Other|Legislative Affairs|Municipal and County Issues
nc,2013,lower,HB 542,Charlotte Checkers Special Plate.,2013-04-04 03:01:12.408000,2014-03-05 01:09:53.259000,bill,"Transportation|Legal Issues|Municipal and County Issues|Public Services|Other|Budget, Spending, and Taxes|Business and Consumers"
nc,2013,lower,HB 543,Guardianship Roles of MHDDSA Providers.,2013-04-04 03:01:12.545000,2014-03-05 01:06:00.931000,bill,"Senior Issues|Legislative Affairs|Family and Children Issues|Drugs|Public Services|Civil Liberties and Civil Rights|Health|Budget, Spending, and Taxes|Federal, State, and Local Relations|Business and Consumers"
nc,2013,lower,HB 544,Wilmington Charter/Civil Service Commission.,2013-04-04 03:01:12.675000,2014-03-05 01:14:01.299000,bill,Labor and Employment|State Agencies|Other|Municipal and County Issues|Legislative Affairs
nc,2013,lower,HB 545,Modify Henderson Co. Occupancy Tax.,2013-04-04 03:01:12.836000,2014-03-05 01:10:27.559000,bill,"Commerce|Legislative Affairs|Municipal and County Issues|Other|Budget, Spending, and Taxes|Business and Consumers"
nc,2013,lower,HB 546,Roanoke Rapids Graded School District.,2013-04-04 03:01:13.148000,2014-03-05 01:15:34.359000,bill,State Agencies|Education|Municipal and County Issues|Legislative Affairs
nc,2013,lower,HB 547,Tax & Regulate Video Sweepstakes.,2013-04-04 03:01:13.321000,2014-03-05 01:08:12.323000,bill,"Commerce|Gambling and Gaming|Public Services|Technology and Communication|Budget, Spending, and Taxes|Education|Legal Issues"
nc,2013,lower,HB 548,Marine Fisheries Rulebook Production.,2013-04-04 03:01:13.447000,2014-03-05 01:13:31.058000,bill,Legal Issues|Public Services|Agriculture and Food|Environmental|Other|Technology and Communication
nc,2013,lower,HB 549,Recognize Chowanoke Nation.,2013-04-04 03:01:13.557000,2014-03-05 01:12:50.151000,bill,Municipal and County Issues|Public Services|Civil Liberties and Civil Rights|Indigenous Peoples|State Agencies|Education
nc,2013,lower,HB 550,NCSC Special Plate.,2013-04-04 03:01:13.651000,2014-03-05 01:16:00.296000,bill,"Transportation|Legal Issues|Public Services|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers|Animal Rights and Wildlife Issues"
nc,2013,lower,HB 551,Amend Wilmington Firefighters' Relief Fund.,2013-04-04 03:01:13.804000,2014-03-05 01:08:02.874000,bill,Senior Issues|Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|State Agencies
nc,2013,lower,HB 552,Remove Area from County Service District.,2013-04-04 03:01:13.920000,2014-03-05 01:12:13.100000,bill,"Public Services|Municipal and County Issues|Legislative Affairs|Budget, Spending, and Taxes"
nc,2013,lower,HB 553,Amend Carteret Co. Occupancy Tax.,2013-04-04 03:01:14.022000,2014-03-05 01:13:46.774000,bill,"Recreation|Municipal and County Issues|Legislative Affairs|Social Issues|Agriculture and Food|Environmental|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers"
nc,2013,lower,HB 554,Winston-Salem Franchises.,2013-04-04 03:01:14.181000,2014-03-05 01:06:26.579000,bill,Commerce|Public Services|Business and Consumers|Municipal and County Issues
nc,2013,lower,HB 555,Design-Build/Buncombe.,2013-04-04 03:01:14.368000,2014-03-05 01:11:41.177000,bill,Housing and Property|Business and Consumers|Legislative Affairs|Municipal and County Issues|Labor and Employment
nc,2013,lower,HB 556,Various Special Plates.,2013-04-04 03:01:14.500000,2014-03-05 01:06:27.892000,bill,Recreation|Transportation|Legal Issues|Municipal and County Issues|Labor and Employment|Public Services|Crime|Environmental|Other|Arts and Humanities|Military|Animal Rights and Wildlife Issues
nc,2013,lower,HB 557,Utilities/MI-Connection/Service Area.,2013-04-04 03:01:14.612000,2014-03-05 01:08:15.204000,bill,State Agencies|Education|Public Services|Municipal and County Issues|Technology and Communication
nc,2013,lower,HB 558,Soil & Water/Regional Jails Refunds.,2013-04-04 03:01:14.752000,2014-06-27 00:18:51.174000,bill,"Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Crime|Agriculture and Food|Environmental|Budget, Spending, and Taxes"
nc,2013,lower,HB 559,Teen Dating Violence Prevention Act.,2013-04-04 03:01:14.893000,2014-03-05 01:14:52.841000,bill,Social Issues|Family and Children Issues|Public Services|Sexual Orientation and Gender Issues|Crime|Health|Education
nc,2013,lower,HB 56,Amend State Contract Review Laws.,2013-02-05 19:39:48.533000,2014-03-05 01:06:14.461000,bill,Legislative Affairs|Public Services|Executive Branch|Labor and Employment|State Agencies|Education|Business and Consumers
nc,2013,lower,HB 560,Economical School Bus Replacement Criteria.,2013-04-04 03:01:15.027000,2014-03-05 01:14:36.310000,bill,Commerce|Transportation|Municipal and County Issues|Public Services|State Agencies|Education
nc,2013,lower,HB 561,Henderson Occupancy Tax Authorization.,2013-04-04 03:01:15.128000,2014-03-05 01:14:55.297000,bill,"Commerce|Other|Business and Consumers|Budget, Spending, and Taxes|Municipal and County Issues"
nc,2013,lower,HB 562,Cramerton Charter Revisal.,2013-04-04 03:01:15.235000,2014-03-05 01:13:30.794000,bill,Other|Municipal and County Issues|Legislative Affairs
nc,2013,lower,HB 563,Foreign Trade Zone/Expand Def of Pub Corp.,2013-04-04 03:01:15.404000,2014-03-05 01:08:51.241000,bill,Commerce|Public Services|Other|Municipal and County Issues|Trade
nc,2013,lower,HB 564,Montreat & Biltmore Forest Land Use.,2013-04-04 03:01:15.602000,2014-03-05 01:14:09.382000,bill,Housing and Property|Legal Issues|Municipal and County Issues
nc,2013,lower,HB 565,Amend Real Estate Appraisers' Laws/Fees.,2013-04-04 03:01:15.700000,2014-03-05 01:10:06.886000,bill,Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|Housing and Property|State Agencies
nc,2013,lower,HB 567,Lumberton Deannexation.,2013-04-04 03:01:16.149000,2014-03-05 01:05:20.632000,bill,Legislative Affairs|Municipal and County Issues
nc,2013,lower,HB 568,Asheville Deannexation.,2013-04-04 03:01:16.307000,2014-03-05 01:08:52.532000,bill,Municipal and County Issues
nc,2013,lower,HB 569,Foxfire/Satellite Annexations.,2013-04-04 03:01:16.456000,2014-06-27 00:18:59.392000,bill,Legislative Affairs|Municipal and County Issues
nc,2013,lower,HB 57,Child Nutrition Program Solvency and Support.,2013-02-05 19:39:48.891000,2014-03-05 01:13:41.651000,bill,"Municipal and County Issues|Legislative Affairs|Public Services|Agriculture and Food|Health|Budget, Spending, and Taxes|State Agencies|Education"
nc,2013,lower,HB 570,Notify Family of Cemetery Construction.,2013-04-04 03:01:16.560000,2014-03-05 01:06:22.124000,bill,Housing and Property|Public Services|Other
nc,2013,lower,HB 571,Collaboration Among State Diabetes Programs.,2013-04-04 03:01:16.751000,2014-03-05 01:14:30.604000,bill,Other|State Agencies|Education|Health|Public Services
nc,2013,lower,HB 573,Stormwater Management Fee Uses.,2013-04-04 03:01:17.050000,2014-06-21 00:22:34.878000,bill,Public Services|Other|Municipal and County Issues|Legislative Affairs
nc,2013,lower,HB 574,Coastal Prop. Insurance Mitigation.,2013-04-04 03:01:17.143000,2014-03-05 01:09:25.138000,bill,Legal Issues|Municipal and County Issues|Public Services|Environmental|Health|Insurance
nc,2013,lower,HB 575,Morrisville Zoning Ordinances.,2013-04-04 03:01:17.327000,2014-03-05 01:14:01.844000,bill,Legislative Affairs|Legal Issues|Municipal and County Issues
nc,2013,lower,HB 579,CFCC Marine Technology Program Funds.,2013-04-05 02:55:08.387000,2014-12-03 01:26:11.552000,bill,"Transportation|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Budget, Spending, and Taxes|Education"
nc,2013,lower,HB 58,Nonprofit Grants/Increase Accountability.,2013-02-05 19:39:49.203000,2014-03-05 01:14:37.257000,bill,"Public Services|Other|Federal, State, and Local Relations|Budget, Spending, and Taxes|State Agencies|Education|Business and Consumers"
nc,2013,lower,HB 580,Establish Statewide Telepsychiatry Program.,2013-04-05 02:55:08.499000,2014-03-05 01:06:40.479000,bill,"Public Services|Other|Health|Technology and Communication|Budget, Spending, and Taxes|State Agencies"
nc,2013,lower,HB 581,Trophy Wildlife Sale Permit.,2013-04-05 02:55:08.614000,2014-03-05 01:15:16.323000,bill,Legal Issues|Legislative Affairs|Public Services|Environmental|Other|State Agencies|Animal Rights and Wildlife Issues
nc,2013,lower,HB 582,Legal Services.,2013-04-05 02:55:08.719000,2014-03-05 01:05:14.174000,bill,"Public Services|Judiciary|Labor and Employment|Federal, State, and Local Relations|Budget, Spending, and Taxes|Business and Consumers"
nc,2013,lower,HB 584,Suspend Truck Inspection/Severe Weather.,2013-04-05 02:55:08.933000,2014-03-05 01:14:08.790000,bill,Transportation|Public Services|Executive Branch|Agriculture and Food|Other|Health|State Agencies
nc,2013,lower,HB 585,PREA Compliance.,2013-04-05 02:55:09.044000,2014-03-05 01:12:17.203000,bill,Public Services|Sexual Orientation and Gender Issues|Family and Children Issues|Crime
nc,2013,lower,HB 586,PUV/Repeal Forest Planning Requirement.,2013-04-05 02:55:09.166000,2014-03-05 01:07:39.386000,bill,"Environmental|Public Services|Legal Issues|Budget, Spending, and Taxes|Housing and Property"
nc,2013,lower,HB 587,Alternate ACT/PLAN for Certain Students.,2013-04-05 02:55:09.326000,2014-12-03 01:25:49.080000,bill,State Agencies|Education|Public Services|Legislative Affairs
nc,2013,lower,HB 588,Public School Report/Flexibility.,2013-04-05 02:55:09.420000,2014-03-05 01:13:21.659000,bill,Transportation|Municipal and County Issues|Public Services|Labor and Employment|Other|State Agencies|Education|Business and Consumers
nc,2013,lower,HB 589,VIVA/Election Reform.,2013-04-05 02:55:09.522000,2014-03-05 01:13:33.609000,bill,"Government Reform|Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Judiciary|Crime|Campaign Finance and Election Issues|Labor and Employment|Civil Liberties and Civil Rights|Other|Health|Technology and Communication|Budget, Spending, and Taxes|Indigenous Peoples|Housing and Property|State Agencies|Education|Legal Issues"
nc,2013,lower,HB 59,Eliminate Safety Insp./Emission Insp. Req.,2013-02-05 19:39:49.519000,2014-12-03 01:25:36.792000,bill,"Commerce|Transportation|Legal Issues|Legislative Affairs|Public Services|Environmental|Other|Budget, Spending, and Taxes"
nc,2013,lower,HB 590,Rebuttable Presumption/Shared Parenting.,2013-04-05 02:55:09.628000,2014-03-05 01:10:28.749000,bill,Public Services|Judiciary|Family and Children Issues|Legal Issues
nc,2013,lower,HB 591,Reporting and Terms for Long. Data Board.,2013-04-05 02:55:09.741000,2014-12-03 01:26:23.698000,bill,Government Reform|Legislative Affairs|Public Services|Campaign Finance and Election Issues|Other|Technology and Communication|State Agencies|Education|Science and Medical Research
nc,2013,lower,HB 592,UNC Bd of Gov/Student Member May Vote.,2013-04-13 03:11:53.169000,2014-03-05 01:07:55.160000,bill,State Agencies|Education|Other|Public Services
nc,2013,lower,HB 593,Register of Deeds Hours.,2013-04-13 03:11:53.661000,2014-03-05 01:05:04.017000,bill,Legislative Affairs|Public Services|Judiciary|Other|Housing and Property|Resolutions
nc,2013,lower,HB 594,Personal Information Protection Act.,2013-04-13 03:11:55.653000,2014-03-05 01:08:34.723000,bill,Commerce|Public Services|Business and Consumers|State Agencies|Civil Liberties and Civil Rights
nc,2013,lower,HB 595,Gold Star Officer Program/School Volunteer.,2013-04-13 03:11:55.882000,2014-12-03 01:26:02.137000,bill,Legal Issues|Municipal and County Issues|Public Services|Crime|Other|State Agencies|Education|Guns
nc,2013,lower,HB 597,Bail Bondsman/Official Shield.,2013-04-13 03:11:56.506000,2014-03-05 01:08:35.361000,bill,Legislative Affairs|Public Services|Judiciary|Crime|Labor and Employment|Other|Technology and Communication|State Agencies|Insurance
nc,2013,lower,HB 598,TRS Surcharge Modernization.,2013-04-13 03:11:56.710000,2014-03-05 01:06:51.747000,bill,State Agencies|Other|Public Services|Technology and Communication
nc,2013,lower,HB 6,NC Right to Work/Secret Ballot Amendments.,2013-02-05 19:39:02.584000,2014-03-05 01:15:03.889000,bill,Commerce|Government Reform|Legislative Affairs|Public Services|Campaign Finance and Election Issues|Labor and Employment
nc,2013,lower,HB 60,Transfer of Indian Cultural Center Property.,2013-02-05 19:39:49.978000,2014-03-05 01:14:47.569000,bill,Recreation|Legislative Affairs|Municipal and County Issues|Public Services|Civil Liberties and Civil Rights|Environmental|Indigenous Peoples|State Agencies|Business and Consumers|Legal Issues
nc,2013,lower,HB 600,Concealed Carry/Clerk of Court.,2013-04-13 03:11:57.284000,2014-03-05 01:07:24.215000,bill,Public Services|Guns|Judiciary|Legal Issues
nc,2013,lower,HB 601,Opt Out of Statewide Medicaid Trans. System.,2013-04-13 03:11:57.503000,2014-03-05 01:08:52.904000,bill,Municipal and County Issues|Public Services|Health|State Agencies|Insurance|Welfare and Poverty
nc,2013,lower,HB 602,Impounding Vehicles with Lapsed/No Insurance.,2013-04-13 03:11:57.792000,2014-03-05 01:07:01.771000,bill,Public Services|Insurance|Transportation|Legal Issues|Crime
nc,2013,lower,HB 603,Equal Pay Act.,2013-04-13 03:11:58.236000,2014-03-05 01:06:16.373000,bill,Commerce|Public Services|Labor and Employment
nc,2013,lower,HB 604,State IT/IP Assets.,2013-04-13 03:11:58.462000,2014-05-15 00:07:09.844000,bill,Commerce|Legal Issues|Public Services|Executive Branch|Civil Liberties and Civil Rights|Technology and Communication|Housing and Property|State Agencies|Education|Business and Consumers
nc,2013,lower,HB 605,Establish Aging Subcommittee/HHS Oversight.,2013-04-13 03:11:58.928000,2014-03-05 01:15:09.063000,bill,Senior Issues|Legislative Affairs|Drugs|Public Services|Other|Health|State Agencies
nc,2013,lower,HB 606,Nonpartisan Redistricting Process.,2013-04-13 03:11:59.444000,2014-03-05 01:14:37.399000,bill,Campaign Finance and Election Issues|State Agencies|Other|Public Services|Legislative Affairs
nc,2013,lower,HB 607,Require Use of Paper Ballots.,2013-04-13 03:11:59.788000,2014-03-05 01:12:35.507000,bill,Legislative Affairs|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Technology and Communication|State Agencies
nc,2013,lower,HB 608,ETJ Powers Limited.,2013-04-13 03:12:00.262000,2014-03-05 01:08:08.606000,bill,Public Services|Other|Municipal and County Issues
nc,2013,lower,HB 609,NC Cancer Treatment Fairness Act.,2013-04-13 03:12:00.472000,2014-03-05 01:14:30.713000,bill,Drugs|Public Services|Health|Insurance
nc,2013,lower,HB 61,Reform Oversight of State-Owned Vehicles.,2013-02-05 19:39:50.279000,2014-12-03 01:26:10.329000,bill,"Transportation|Legal Issues|Public Services|Other|Budget, Spending, and Taxes|Housing and Property|State Agencies"
nc,2013,lower,HB 610,Modify Requirements for In-Stand Beer Sales.,2013-04-13 03:12:00.917000,2014-03-05 01:05:27.905000,bill,Commerce|Recreation|Legal Issues|Legislative Affairs|Public Services|Other|State Agencies
nc,2013,lower,HB 611,Suspension Removed When Eligibility Met.,2013-04-13 03:12:01.194000,2014-03-05 01:07:58.374000,bill,Transportation|Legal Issues|Family and Children Issues|Public Services|Crime|Education|Legislative Affairs
nc,2013,lower,HB 612,Confinement of Animals in Motor Vehicles.,2013-04-13 03:12:01.405000,2014-03-05 01:14:49.856000,bill,Transportation|Legal Issues|Public Services|Crime|Labor and Employment|Animal Rights and Wildlife Issues
nc,2013,lower,HB 613,Omnibus Act Regarding Coal-Based Energy.,2013-04-13 03:12:01.869000,2014-03-05 01:08:15.487000,bill,Commerce|Legal Issues|Energy|Environmental|Health|State Agencies|Business and Consumers|Public Services
nc,2013,lower,HB 614,NC Agriculture and Forestry Act.,2013-04-13 03:12:02.384000,2014-04-09 23:56:18.998000,bill,"Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Agriculture and Food|Environmental|Other|Budget, Spending, and Taxes"
nc,2013,lower,HB 615,Remove Revocation for DWLR.,2013-04-13 03:12:02.631000,2014-03-05 01:07:30.930000,bill,Legal Issues|Public Services|Transportation|Judiciary|Crime
nc,2013,lower,HB 616,Transitional Mortgage Loan Originator.,2013-04-13 03:12:02.979000,2014-03-05 01:11:38.791000,bill,Commerce|Legal Issues|Legislative Affairs|Public Services|Labor and Employment|Other|Housing and Property
nc,2013,lower,HB 618,Amend Firearm Restoration Law.,2013-04-13 03:12:03.624000,2014-06-17 00:19:10.272000,bill,Public Services|Guns|Judiciary|Crime
nc,2013,lower,HB 619,Protection Against Suspension of Rights.,2013-04-13 03:12:03.880000,2014-03-05 01:09:23.962000,bill,State Agencies|Public Services|Legislative Affairs|Executive Branch
nc,2013,lower,HB 62,Pamlico and Neuse River Ferries/No Tolling.,2013-02-05 19:39:50.526000,2014-03-05 01:05:12.431000,bill,Public Services|Transportation
nc,2013,lower,HB 620,Streamline Sales for Mechanics Liens.,2013-04-13 03:12:04.192000,2014-03-05 01:14:14.128000,bill,Commerce|Transportation|Legal Issues|Public Services|Housing and Property|State Agencies
nc,2013,lower,HB 621,Electronic Vehicle Lien/Title.,2013-04-13 03:12:04.476000,2014-03-05 01:05:53.146000,bill,Commerce|Transportation|Legal Issues|Public Services|Other|Technology and Communication|Housing and Property|State Agencies
nc,2013,lower,HB 622,Appointee Serves at Pleasure of Appointer.,2013-04-13 03:12:04.793000,2014-03-05 01:07:28.179000,bill,State Agencies|Other|Executive Branch|Legislative Affairs|Public Services
nc,2013,lower,HB 623,Modify Weight Limits for Line Trucks.,2013-04-13 03:12:06.087000,2014-03-05 01:08:53.658000,bill,Public Services|Transportation|Legislative Affairs
nc,2013,lower,HB 624,Enabling Patriots Act.,2013-04-13 03:12:06.586000,2014-03-05 01:14:57.165000,bill,Legal Issues|Public Services|Agriculture and Food|Housing and Property|Education|Guns
nc,2013,lower,HB 625,Zoning/Health Care Structure.,2013-04-13 03:12:07.084000,2014-08-02 00:21:08.072000,bill,Senior Issues|Legislative Affairs|Municipal and County Issues|Public Services|Other|Health|Housing and Property|Legal Issues
nc,2013,lower,HB 626,Notify Law Enforcement of Towed Vehicles.,2013-04-13 03:12:07.345000,2014-03-05 01:11:42.301000,bill,Transportation|Legal Issues|Legislative Affairs|Public Services|Crime|Other
nc,2013,lower,HB 628,Protect/Promote Locally Sourced Bldg. Mtrl's.,2013-04-13 03:12:08.206000,2014-03-05 01:05:12.831000,bill,Housing and Property|Public Services|Environmental|Legislative Affairs|Commerce
nc,2013,lower,HB 629,Amend Definition of Special Purpose Project.,2013-04-13 03:12:08.646000,2014-03-05 01:05:24.899000,bill,Commerce|Legislative Affairs|Public Services|Agriculture and Food|Environmental|Other|Business and Consumers
nc,2013,lower,HB 630,Public Private Partnership for Econ. Dev.,2013-04-13 03:12:08.869000,2014-03-05 01:13:10.287000,bill,"Commerce|Public Services|Labor and Employment|Other|Federal, State, and Local Relations|Business and Consumers"
nc,2013,lower,HB 632,Property Owners Protection Act/Study.,2013-04-13 03:12:09.403000,2014-03-05 01:07:22.390000,bill,"Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Other|Budget, Spending, and Taxes|Housing and Property|State Agencies"
nc,2013,lower,HB 633,Various Election Changes.,2013-04-13 03:12:09.610000,2014-03-05 01:06:49.948000,bill,"Legislative Affairs|Municipal and County Issues|Public Services|Campaign Finance and Election Issues|Labor and Employment|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Education|Resolutions"
nc,2013,lower,HB 634,Standardize Emergency Hospital Codes.,2013-04-13 03:12:10.308000,2014-03-05 01:05:52.254000,bill,Legal Issues|Public Services|Crime|Other|Health|Technology and Communication|State Agencies
nc,2013,lower,HB 635,Involuntary Commitment Custody Orders.,2013-04-13 03:12:10.628000,2014-03-05 01:13:02.204000,bill,Labor and Employment|Public Services|Health|Judiciary|Legislative Affairs
nc,2013,lower,HB 636,Creek Name Change.,2013-04-13 03:12:10.912000,2014-03-05 01:10:22.239000,bill,Environmental|Public Services|Other|Municipal and County Issues|Legislative Affairs
nc,2013,lower,HB 637,Expunction of Marijuana Offense.,2013-04-13 03:12:11.131000,2014-03-05 01:07:17.043000,bill,Drugs|State Agencies|Public Services|Judiciary|Crime
