state,session,chamber,bill_id,vote_id,vote_chamber,motion,date,type,yes_count,no_count,other_count
nc,2011,upper,SB 33,NCV00003505,upper,Amendment 2,2011-03-02 15:45:00,other,16,33,1
nc,2011,upper,SB 33,NCV00003506,upper,Amendment 1,2011-03-02 15:28:00,other,20,29,1
nc,2011,upper,SB 34,NCV00003507,upper,Second Reading,2011-02-24 11:49:00,other,37,13,0
nc,2011,upper,SB 34,NCV00003508,upper,Amendment 1,2011-02-24 11:26:00,other,42,8,0
nc,2011,upper,SB 34,NCV00003509,upper,Third Reading,2011-02-28 19:15:00,other,35,13,2
nc,2011,upper,SB 49,NCV00003510,upper,Second Reading,2011-03-01 15:24:00,other,49,0,1
nc,2011,upper,SB 49,NCV00003511,upper,Amendment 1,2011-03-01 15:23:00,other,43,6,1
nc,2011,upper,SB 58,NCV00003512,upper,Second Reading,2011-02-24 11:53:00,other,50,0,0
nc,2011,upper,SB 7,NCV00003513,upper,Second Reading,2011-02-10 11:07:00,other,49,0,1
nc,2011,upper,SB 74,NCV00003514,upper,Second Reading,2011-02-24 12:12:00,other,32,18,0
nc,2011,upper,SB 74,NCV00003515,upper,Amendment 1,2011-03-01 15:30:00,other,18,31,1
nc,2011,upper,SB 74,NCV00003516,upper,Amendment 2,2011-03-01 15:33:00,other,41,8,1
nc,2011,upper,SB 76,NCV00003517,upper,Second Reading,2011-02-24 12:13:00,other,50,0,0
nc,2011,upper,SB 77,NCV00003518,upper,SECOND READING,2011-03-02 15:12:00,other,50,0,0
nc,2011,upper,SB 8,NCV00003519,upper,Amendment 3,2011-02-23 15:39:00,other,19,31,0
nc,2011,upper,SB 8,NCV00003520,upper,Amendment 4,2011-02-23 15:47:00,other,19,31,0
nc,2011,upper,SB 8,NCV00003521,upper,Amendment 5,2011-02-23 15:49:00,other,50,0,0
nc,2011,upper,SB 8,NCV00003522,upper,Second Reading,2011-02-23 16:19:00,other,34,16,0
nc,2011,upper,SB 8,NCV00003523,upper,Amendment 1,2011-02-23 15:28:00,other,19,31,0
nc,2011,upper,SB 8,NCV00003524,upper,Amendment 2,2011-02-23 15:30:00,other,48,2,0
nc,2011,upper,SB 8,NCV00003525,upper,Third Reading,2011-02-24 11:10:00,other,33,17,0
nc,2011,upper,SB 9,NCV00003526,upper,Second Reading,2011-02-10 11:13:00,other,50,0,0
nc,2011,upper,SB 97,NCV00003527,upper,Second Reading,2011-02-24 12:16:00,other,50,0,0
nc,2011,upper,SB 99,NCV00003528,upper,Second Reading,2011-02-24 12:18:00,other,50,0,0
nc,2011,upper,SJR 17,NCV00003529,upper,Second Reading,2011-02-08 14:11:00,other,49,0,1
nc,2011,upper,SJR 17,NCV00003530,upper,Amendment 1,2011-02-08 14:10:00,other,48,1,1
nc,2011,upper,SJR 17,NCV00003531,lower,Second Reading,2011-02-17 11:13:00,other,105,2,13
nc,2011,upper,SJR 17,NCV00003532,lower,Third Reading,2011-02-21 19:46:00,other,117,2,1
nc,2011,upper,SJR 88,NCV00003533,upper,Second Reading,2011-02-23 16:24:00,other,50,0,0
nc,2011,upper,SJR 88,NCV00003534,lower,Second Reading,2011-02-28 19:16:00,other,111,0,9
nc,2011,upper,SR 1,NCV00003535,upper,Amendment 1,2011-01-26 12:48:00,other,19,30,1
nc,2011,upper,SR 1,NCV00003536,upper,Motion 7\To Adopt,2011-01-26 13:13:00,other,30,19,1
nc,2011,upper,SR 1,NCV00003537,upper,Amendment 2,2011-01-26 13:09:00,other,48,1,1
nc,2011,upper,SR 21,NCV00003538,upper,Motion 7\To Adopt,2011-02-08 14:13:00,other,49,0,1
nc,2011,upper,SR 38,NCV00003539,upper,Motion 7\To Adopt,2011-02-07 17:42:00,other,47,0,3
nc,2011,upper,SR 52,NCV00003540,upper,Motion 7\To Adopt,2011-02-16 14:53:00,other,47,1,2
nc,2011,upper,SR 85,NCV00003541,upper,Motion 7\To Adopt,2011-02-21 19:12:00,other,46,0,4
nc,2011,upper,SB 27,NCV00003542,upper,SECOND READING,2011-03-03 11:16:00,other,38,11,1
nc,2011,lower,HB 48,NCV00003544,upper,Second Reading,2011-03-03 11:32:00,other,44,5,1
nc,2011,lower,HB 48,NCV00003545,upper,Amendment 1,2011-03-03 11:25:00,other,11,38,1
nc,2011,lower,HB 113,NCV00003546,lower,Second Reading,2011-03-03 11:19:00,other,112,2,6
nc,2011,lower,HR 141,NCV00003547,lower,R2 For Adopt,2011-03-03 11:11:00,other,114,0,6
nc,2011,upper,SB 27,NCV00003548,upper,Third Reading,2011-03-07 19:09:00,other,36,12,2
nc,2011,upper,SB 31,NCV00003549,upper,Second Reading,2011-03-07 19:11:00,other,49,0,1
nc,2011,upper,SB 76,NCV00003550,lower,Second Reading,2011-03-07 20:39:00,other,116,1,3
nc,2011,upper,SB 97,NCV00003551,lower,Second Reading,2011-03-07 20:42:00,other,118,0,2
nc,2011,lower,HB 3,NCV00003552,upper,Second Reading,2011-03-07 19:14:00,other,48,1,1
nc,2011,lower,HB 7,NCV00003553,lower,A1 Bordsen\Second Reading,2011-03-07 19:43:00,other,49,69,2
nc,2011,lower,HB 7,NCV00003554,lower,A2 Rapp\Second Reading,2011-03-07 19:57:00,other,50,68,2
nc,2011,lower,HB 7,NCV00003555,lower,A3 Glazier\Second Reading,2011-03-07 20:00:00,other,50,68,2
nc,2011,lower,HB 7,NCV00003556,lower,A5 Weiss\Third Reading,2011-03-08 15:50:00,other,48,68,4
nc,2011,lower,HB 7,NCV00003557,lower,Third Reading,2011-03-08 15:51:00,other,69,47,4
nc,2011,lower,HB 7,NCV00003558,lower,Third Reading\M7 Postpone To\A Day Certain,2011-03-07 20:28:00,other,83,35,2
nc,2011,lower,HB 7,NCV00003559,lower,Second Reading,2011-03-07 20:25:00,other,69,49,2
nc,2011,lower,HB 7,NCV00003560,lower,A4 Glazier\Second Reading,2011-03-07 20:06:00,other,50,68,2
nc,2011,lower,HB 92,NCV00003561,lower,Third Reading,2011-03-08 16:12:00,other,78,38,4
nc,2011,lower,HB 92,NCV00003562,lower,Second Reading,2011-03-07 20:33:00,other,76,42,2
nc,2011,lower,HB 138,NCV00003563,lower,Second Reading,2011-03-07 20:37:00,other,114,0,6
nc,2011,lower,HB 140,NCV00003564,lower,Second Reading,2011-03-08 15:28:00,other,111,4,5
nc,2011,lower,HB 170,NCV00003565,lower,Second Reading,2011-03-08 15:29:00,other,117,0,3
nc,2011,lower,HR 230,NCV00003566,lower,R2 For Adopt,2011-03-08 15:22:00,other,119,0,1
nc,2011,upper,SB 13,NCV00003567,upper,Motion 11 Susp\Rules/Cal,2011-03-09 15:10:00,other,31,19,0
nc,2011,upper,SB 13,NCV00003568,upper,Motion 11\Override Veto,2011-03-09 15:56:00,other,31,19,0
nc,2011,upper,SB 18,NCV00003569,upper,Second Reading,2011-03-08 15:11:00,other,50,0,0
nc,2011,upper,SB 22,NCV00003570,lower,A1 Insko\Second Reading,2011-03-09 16:19:00,other,50,68,2
nc,2011,upper,SB 22,NCV00003571,lower,Second Reading\M8 Re-Refer\Health and Hum\an Services,2011-03-09 15:34:00,other,49,69,2
nc,2011,upper,SB 22,NCV00003572,lower,Second Reading,2011-03-09 16:33:00,other,80,39,1
nc,2011,upper,SB 22,NCV00003573,lower,A2 Harrison\Second Reading,2011-03-09 16:25:00,other,47,70,3
nc,2011,upper,SR 228,NCV00003574,upper,Motion 8\To Adopt,2011-03-08 15:14:00,other,50,0,0
nc,2011,lower,HB 2,NCV00003575,lower,Veto Override,2011-03-09 17:24:00,other,68,51,1
nc,2011,lower,HB 22,NCV00003576,lower,Second Reading,2011-03-09 15:15:00,other,116,0,4
nc,2011,lower,HB 25,NCV00003577,lower,Second Reading,2011-03-03 11:12:00,other,113,0,7
nc,2011,lower,HR 69,NCV00003578,lower,R2 For Adopt,2011-03-09 15:14:00,other,117,0,3
nc,2011,lower,HB 123,NCV00003579,upper,Second Reading,2011-03-09 15:30:00,other,50,0,0
nc,2011,lower,HB 124,NCV00003580,upper,Amendment 1,2011-03-09 15:28:00,other,23,27,0
nc,2011,lower,HB 124,NCV00003581,upper,Second Reading,2011-03-09 15:28:00,other,50,0,0
nc,2011,lower,HB 146,NCV00003582,lower,Second Reading,2011-03-09 15:17:00,other,118,0,2
nc,2011,lower,HB 159,NCV00003583,lower,Third Reading,2011-03-09 15:21:00,other,114,2,4
nc,2011,lower,HB 159,NCV00003584,lower,A1 Goodman\Second Reading,2011-03-09 15:20:00,other,118,0,2
nc,2011,lower,HB 159,NCV00003585,lower,Second Reading,2011-03-09 15:20:00,other,115,1,4
nc,2011,lower,HB 162,NCV00003586,lower,Second Reading,2011-03-09 15:23:00,other,118,0,2
nc,2011,lower,HR 314,NCV00003587,lower,R2 For Adopt,2011-03-09 17:31:00,other,118,0,2
nc,2011,upper,SB 7,NCV00003588,lower,Second Reading,2011-03-10 14:01:00,other,110,1,9
nc,2011,upper,SB 22,NCV00003589,lower,Third Reading,2011-03-10 11:18:00,other,74,40,6
nc,2011,upper,SB 22,NCV00003590,lower,Third Reading\M8 Re-Refer\Judiciary,2011-03-10 11:03:00,other,44,71,5
nc,2011,upper,SB 22,NCV00003591,lower,A3 Luebke\Third Reading,2011-03-10 10:49:00,other,46,67,7
nc,2011,upper,SB 51,NCV00003592,upper,SECOND READING,2011-03-10 10:09:00,other,50,0,0
nc,2011,upper,SB 110,NCV00003593,upper,SECOND READING,2011-03-10 10:25:00,other,35,13,2
nc,2011,upper,SB 165,NCV00003594,upper,SECOND READING,2011-03-10 10:35:00,other,50,0,0
nc,2011,upper,SR 286,NCV00003595,upper,Motion 8\To Adopt,2011-03-10 10:43:00,other,49,1,0
nc,2011,lower,HB 2,NCV00003596,lower,Motion 12 -\Susp. Rule 18,2011-03-10 14:03:00,other,112,0,8
nc,2011,lower,HB 6,NCV00003597,upper,SECOND READING,2011-03-10 10:40:00,other,16,34,0
nc,2011,lower,HB 49,NCV00003598,lower,Second Reading,2011-03-10 10:39:00,other,116,0,4
nc,2011,lower,HB 124,NCV00003599,upper,THIRD READING,2011-03-10 10:08:00,other,50,0,0
nc,2011,lower,HB 219,NCV00003600,lower,Second Reading,2011-03-10 13:50:00,other,109,0,11
nc,2011,lower,HB 21,NCV00003601,lower,Second Reading,2011-03-14 19:16:00,other,118,0,2
nc,2011,lower,HB 49,NCV00003602,lower,Third Reading,2011-03-14 19:10:00,other,118,0,2
nc,2011,upper,SB 7,NCV00003603,upper,Motion 9\To Concur,2011-03-15 15:08:00,other,49,0,1
nc,2011,upper,SB 22,NCV00003604,upper,Motion 9\To Concur,2011-03-15 15:10:00,other,48,1,1
nc,2011,upper,SB 32,NCV00003605,lower,Second Reading,2011-03-15 13:27:00,other,115,2,3
nc,2011,upper,SB 58,NCV00003606,lower,Second Reading,2011-03-15 13:31:00,other,116,0,4
nc,2011,upper,SB 109,NCV00003607,lower,Second Reading,2011-03-15 13:35:00,other,79,37,4
nc,2011,upper,SB 110,NCV00003608,upper,Third Reading,2011-03-14 19:15:00,other,41,6,3
nc,2011,upper,SB 110,NCV00003609,upper,Amendment 1,2011-03-14 19:12:00,other,48,0,2
nc,2011,lower,HB 6,NCV00003610,upper,Second Reading,2011-03-14 19:09:00,other,31,18,1
nc,2011,lower,HB 6,NCV00003611,upper,Second Reading\Motion 7\To Reconsider,2011-03-14 19:08:00,other,36,13,1
nc,2011,lower,HB 21,NCV00003612,lower,Third Reading,2011-03-15 13:29:00,other,117,0,3
nc,2011,lower,HB 45,NCV00003613,lower,Second Reading,2011-03-15 13:21:00,other,90,27,3
nc,2011,upper,SB 32,NCV00003614,lower,Third Reading,2011-03-16 14:15:00,other,114,2,4
nc,2011,upper,SB 99,NCV00003615,lower,Second Reading,2011-03-16 14:46:00,other,79,39,2
nc,2011,upper,SB 75,NCV00003616,upper,Second Reading,2011-03-16 15:15:00,other,49,0,1
nc,2011,upper,SB 99,NCV00003617,upper,Motion 9\To Concur,2011-03-16 15:30:00,other,49,0,1
nc,2011,upper,SB 118,NCV00003618,upper,Second Reading,2011-03-16 15:14:00,other,49,0,1
nc,2011,upper,SB 133,NCV00003619,upper,Second Reading,2011-03-16 15:16:00,other,49,0,1
nc,2011,upper,SB 146,NCV00003620,upper,Second Reading,2011-03-16 15:18:00,other,47,2,1
nc,2011,upper,SB 165,NCV00003621,lower,Second Reading,2011-03-17 13:36:00,other,115,1,4
nc,2011,upper,SB 194,NCV00003622,upper,Second Reading,2011-03-16 15:22:00,other,46,3,1
nc,2011,upper,SB 212,NCV00003623,upper,Second Reading,2011-03-16 15:24:00,other,49,0,1
nc,2011,upper,SB 269,NCV00003624,upper,Second Reading,2011-03-16 15:10:00,other,42,7,1
nc,2011,upper,SB 308,NCV00003625,upper,Second Reading,2011-03-16 15:26:00,other,49,0,1
nc,2011,lower,HB 26,NCV00003626,lower,Second Reading,2011-03-17 13:37:00,other,116,0,4
nc,2011,lower,HR 42,NCV00003627,lower,R2 For Adopt,2011-03-17 13:27:00,other,118,0,2
nc,2011,lower,HB 87,NCV00003628,lower,A1 Stam\Second Reading,2011-03-17 13:42:00,other,116,0,4
nc,2011,lower,HB 171,NCV00003629,lower,Second Reading,2011-03-17 13:58:00,other,113,1,6
nc,2011,lower,HB 173,NCV00003630,lower,Second Reading,2011-03-17 14:01:00,other,114,0,6
nc,2011,lower,HB 181,NCV00003631,lower,Second Reading,2011-03-17 14:03:00,other,111,5,4
nc,2011,lower,HB 187,NCV00003632,lower,Second Reading,2011-03-17 14:08:00,other,115,1,4
nc,2011,lower,HB 234,NCV00003633,lower,Second Reading,2011-03-17 14:32:00,other,92,24,4
nc,2011,lower,HB 316,NCV00003634,lower,A1 Daughtry\Second Reading,2011-03-17 14:37:00,other,114,2,4
nc,2011,lower,HB 316,NCV00003635,lower,Second Reading,2011-03-17 14:38:00,other,113,3,4
nc,2011,upper,SB 58,NCV00003636,upper,Motion 9\To Concur,2011-03-17 11:19:00,other,47,0,3
nc,2011,upper,SR 65,NCV00003637,upper,Motion 8\To Adopt,2011-03-17 11:42:00,other,47,0,3
nc,2011,upper,SB 118,NCV00003638,upper,Third Reading,2011-03-17 11:12:00,other,45,1,4
nc,2011,upper,SB 154,NCV00003639,upper,Second Reading,2011-03-17 11:13:00,other,46,0,4
nc,2011,upper,SB 248,NCV00003640,upper,Amendment 1,2011-03-17 11:15:00,other,46,0,4
nc,2011,upper,SB 248,NCV00003641,upper,Second Reading,2011-03-17 11:16:00,other,46,0,4
nc,2011,upper,SB 269,NCV00003642,upper,Third Reading,2011-03-17 11:10:00,other,39,6,5
nc,2011,lower,HB 60,NCV00003643,upper,Second Reading,2011-03-17 11:17:00,other,47,0,3
nc,2011,upper,SB 245,NCV00003644,upper,Second Reading,2011-03-21 19:14:00,other,48,0,2
nc,2011,lower,HB 26,NCV00003645,lower,Third Reading,2011-03-22 14:31:00,other,117,1,2
nc,2011,lower,HB 90,NCV00003646,lower,Second Reading,2011-03-22 15:06:00,other,102,16,2
nc,2011,lower,HB 92,NCV00003647,upper,Second Reading,2011-03-21 19:23:00,other,40,8,2
nc,2011,lower,HB 192,NCV00003648,lower,Second Reading,2011-03-22 14:33:00,other,118,0,2
nc,2011,lower,HB 205,NCV00003649,lower,Second Reading,2011-03-22 15:08:00,other,117,0,3
nc,2011,lower,HB 234,NCV00003650,lower,A2 Jones\Third Reading,2011-03-22 14:55:00,other,88,30,2
nc,2011,lower,HB 234,NCV00003651,lower,Third Reading,2011-03-22 14:57:00,other,106,12,2
nc,2011,lower,HB 270,NCV00003652,lower,Second Reading,2011-03-22 15:28:00,other,115,0,5
nc,2011,lower,HR 404,NCV00003653,lower,R2 For Adopt,2011-03-22 14:30:00,other,119,0,1
nc,2011,upper,SB 16,NCV00003654,upper,Second Reading,2011-03-22 15:18:00,other,50,0,0
nc,2011,upper,SB 20,NCV00003655,lower,Second Reading,2011-03-23 14:42:00,other,114,0,6
nc,2011,upper,SB 26,NCV00003656,upper,Second Reading,2011-03-22 15:20:00,other,50,0,0
nc,2011,upper,SB 91,NCV00003657,upper,Second Reading,2011-03-23 15:16:00,other,50,0,0
nc,2011,upper,SB 98,NCV00003658,upper,Second Reading,2011-03-22 15:22:00,other,50,0,0
nc,2011,upper,SB 105,NCV00003659,upper,Second Reading,2011-03-23 15:20:00,other,48,2,0
nc,2011,upper,SB 107,NCV00003660,upper,Second Reading,2011-03-23 15:22:00,other,50,0,0
nc,2011,upper,SB 137,NCV00003661,upper,Second Reading,2011-03-23 15:24:00,other,50,0,0
nc,2011,upper,SB 191,NCV00003662,upper,Second Reading,2011-03-22 15:24:00,other,49,1,0
nc,2011,upper,SB 275,NCV00003663,upper,Second Reading,2011-03-23 15:26:00,other,48,2,0
nc,2011,upper,SB 368,NCV00003664,upper,Second Reading,2011-03-23 15:29:00,other,50,0,0
nc,2011,upper,SJR 369,NCV00003665,upper,Second Reading,2011-03-22 15:29:00,other,50,0,0
nc,2011,upper,SR 371,NCV00003666,upper,Motion 8\To Adopt,2011-03-22 15:28:00,other,50,0,0
nc,2011,lower,HB 27,NCV00003667,upper,Second Reading,2011-03-23 15:33:00,other,50,0,0
nc,2011,lower,HB 29,NCV00003668,upper,Second Reading,2011-03-23 15:35:00,other,50,0,0
nc,2011,lower,HB 62,NCV00003669,upper,Second Reading,2011-03-23 15:40:00,other,45,5,0
nc,2011,lower,HB 270,NCV00003670,lower,A1 Spear\Third Reading,2011-03-23 14:17:00,other,116,0,4
nc,2011,lower,HB 270,NCV00003671,lower,Third Reading,2011-03-23 14:18:00,other,115,1,4
nc,2011,lower,HB 331,NCV00003672,lower,Second Reading,2011-03-23 14:20:00,other,112,1,7
nc,2011,lower,HB 334,NCV00003673,lower,Second Reading,2011-03-23 14:28:00,other,107,6,7
nc,2011,lower,HB 334,NCV00003674,lower,A1 Insko\Second Reading,2011-03-23 14:27:00,other,109,5,6
nc,2011,lower,HB 407,NCV00003675,lower,Second Reading,2011-03-23 14:39:00,other,86,28,6
nc,2011,upper,SB 265,NCV00003676,upper,Second Reading,2011-03-24 12:56:00,other,30,17,3
nc,2011,upper,SB 287,NCV00003677,upper,Second Reading,2011-03-24 12:58:00,other,47,0,3
nc,2011,lower,HB 129,NCV00003678,lower,A3 Weiss\Second Reading,2011-03-24 13:56:00,other,40,71,9
nc,2011,lower,HB 129,NCV00003679,lower,Second Reading,2011-03-24 14:20:00,other,80,32,8
nc,2011,lower,HB 129,NCV00003680,lower,A1 Avila\Second Reading,2011-03-24 13:21:00,other,112,1,7
nc,2011,lower,HB 129,NCV00003681,lower,A2 Faison\Second Reading,2011-03-24 13:42:00,other,44,70,6
nc,2011,lower,HB 215,NCV00003683,lower,A3 Ross\Second Reading,2011-03-24 15:41:00,other,46,66,8
nc,2011,lower,HB 215,NCV00003684,lower,Second Reading,2011-03-24 15:59:00,other,77,35,8
nc,2011,lower,HB 215,NCV00003685,lower,A1 Stam\Second Reading,2011-03-24 14:34:00,other,111,1,8
nc,2011,lower,HB 215,NCV00003686,lower,A2 Haire\Second Reading,2011-03-24 14:59:00,other,42,68,10
nc,2011,lower,HB 215,NCV00003687,lower,A4 Floyd\Third Reading,2011-03-24 16:38:00,other,34,72,14
nc,2011,lower,HB 262,NCV00003688,lower,Second Reading,2011-03-24 16:17:00,other,112,0,8
nc,2011,upper,SB 265,NCV00003689,upper,Third Reading,2011-03-28 19:29:00,other,29,16,5
nc,2011,upper,SB 265,NCV00003690,upper,Amendment 1,2011-03-28 19:19:00,other,17,28,5
nc,2011,upper,SB 42,NCV00003691,upper,Second Reading,2011-03-29 15:13:00,other,49,0,1
nc,2011,upper,SB 252,NCV00003692,upper,Second Reading,2011-03-29 15:14:00,other,49,0,1
nc,2011,upper,SR 257,NCV00003693,upper,Motion 8\To Adopt,2011-03-29 15:34:00,other,48,0,2
nc,2011,upper,SB 323,NCV00003694,upper,Second Reading,2011-03-29 15:19:00,other,49,0,1
nc,2011,lower,HB 27,NCV00003695,lower,M11 Concur,2011-03-28 20:08:00,other,117,0,3
nc,2011,lower,HB 33,NCV00003696,lower,A2 Jackson\Second Reading,2011-03-29 17:35:00,other,52,65,3
nc,2011,lower,HB 33,NCV00003697,lower,Second Reading,2011-03-29 18:04:00,other,64,53,3
nc,2011,lower,HB 33,NCV00003698,lower,A1 Luebke\Second Reading,2011-03-29 17:17:00,other,50,66,4
nc,2011,lower,HB 111,NCV00003699,lower,A2 Guice\Second Reading,2011-03-29 16:49:00,other,70,48,2
nc,2011,lower,HB 111,NCV00003700,lower,A3 Faison\Second Reading,2011-03-29 16:59:00,other,44,74,2
nc,2011,lower,HB 111,NCV00003702,lower,A1 Daughtry\Second Reading,2011-03-29 16:07:00,other,72,46,2
nc,2011,lower,HB 129,NCV00003703,lower,"A5 Warren, H.\Third Reading",2011-03-28 19:35:00,other,115,2,3
nc,2011,lower,HB 129,NCV00003704,lower,A4 Avila\Third Reading,2011-03-28 19:22:00,other,118,0,2
nc,2011,lower,HB 129,NCV00003705,lower,Third Reading,2011-03-28 20:05:00,other,81,37,2
nc,2011,lower,HB 193,NCV00003706,lower,Second Reading,2011-03-28 19:16:00,other,114,3,3
nc,2011,lower,HB 212,NCV00003707,lower,Second Reading,2011-03-28 19:11:00,other,112,0,8
nc,2011,lower,HB 212,NCV00003708,lower,Third Reading,2011-03-29 15:50:00,other,116,0,4
nc,2011,lower,HB 215,NCV00003709,lower,Third Reading,2011-03-24 16:39:00,other,75,34,11
nc,2011,lower,HR 258,NCV00003711,lower,R2 For Adopt,2011-03-29 15:29:00,other,120,0,0
nc,2011,upper,SJR 5,NCV00003713,upper,Second Reading,2011-03-30 14:32:00,other,50,0,0
nc,2011,upper,SB 68,NCV00003718,lower,Second Reading,2011-03-30 14:27:00,other,115,0,5
nc,2011,upper,SB 81,NCV00003719,lower,Second Reading,2011-03-30 14:29:00,other,116,0,4
nc,2011,upper,SB 130,NCV00003720,upper,Second Reading,2011-03-30 14:36:00,other,50,0,0
nc,2011,upper,SB 281,NCV00003722,upper,Second Reading,2011-03-30 14:20:00,other,49,1,0
nc,2011,upper,SB 295,NCV00003723,upper,Second Reading,2011-03-30 14:19:00,other,50,0,0
nc,2011,upper,SB 340,NCV00003724,upper,Second Reading,2011-03-30 14:38:00,other,50,0,0
nc,2011,upper,SB 399,NCV00003725,upper,Second Reading,2011-03-30 14:39:00,other,49,1,0
nc,2011,upper,SB 406,NCV00003726,upper,Second Reading,2011-03-30 14:42:00,other,50,0,0
nc,2011,lower,HB 33,NCV00003727,lower,Third Reading,2011-03-30 14:44:00,other,66,50,4
nc,2011,lower,HB 33,NCV00003728,lower,Third Reading\M8 Re-Refer\Judiciary A,2011-03-30 14:41:00,other,51,65,4
nc,2011,lower,HB 90,NCV00003729,upper,Second Reading,2011-03-30 14:45:00,other,50,0,0
nc,2011,lower,HB 111,NCV00003730,lower,Third Reading,2011-03-30 14:52:00,other,74,42,4
nc,2011,lower,HB 111,NCV00003731,lower,A4 Jackson\Third Reading,2011-03-30 14:52:00,other,45,71,4
nc,2011,lower,HB 111,NCV00003732,lower,Second Reading,2011-03-29 17:01:00,other,76,42,2
nc,2011,lower,HB 187,NCV00003733,upper,Second Reading,2011-03-30 14:46:00,other,50,0,0
nc,2011,lower,HB 201,NCV00003734,lower,Second Reading,2011-03-30 14:21:00,other,110,4,6
nc,2011,lower,HB 261,NCV00003735,lower,Second Reading,2011-03-30 14:54:00,other,113,2,5
nc,2011,lower,HB 265,NCV00003736,lower,Second Reading,2011-03-30 14:22:00,other,111,2,7
nc,2011,upper,SB 281,NCV00003743,upper,Third Reading,2011-03-31 11:15:00,other,47,1,2
nc,2011,upper,SB 295,NCV00003744,upper,Third Reading,2011-03-31 11:15:00,other,48,0,2
nc,2011,upper,SB 346,NCV00003745,upper,Amendment 1,2011-03-31 11:19:00,other,48,0,2
nc,2011,upper,SB 346,NCV00003746,upper,Second Reading,2011-03-31 11:20:00,other,48,0,2
nc,2011,upper,SB 347,NCV00003747,upper,Second Reading,2011-03-31 11:23:00,other,48,0,2
nc,2011,upper,SB 384,NCV00003749,upper,Second Reading,2011-03-31 11:25:00,other,48,0,2
nc,2011,upper,SB 416,NCV00003750,upper,Amendment 1,2011-03-31 11:29:00,other,48,0,2
nc,2011,upper,SB 416,NCV00003751,upper,Second Reading,2011-03-31 11:30:00,other,47,1,2
nc,2011,upper,SR 442,NCV00003752,upper,Motion 8\To Adopt,2011-03-31 11:34:00,other,48,0,2
nc,2011,lower,HB 159,NCV00003754,upper,Second Reading,2011-03-31 11:32:00,other,48,0,2
nc,2011,lower,HB 180,NCV00003755,lower,Second Reading,2011-03-31 13:51:00,other,75,43,2
nc,2011,lower,HB 218,NCV00003756,lower,Second Reading,2011-03-31 14:54:00,other,112,5,3
nc,2011,lower,HB 236,NCV00003757,lower,Second Reading,2011-03-31 13:55:00,other,69,50,1
nc,2011,lower,HB 180,NCV00003763,lower,Third Reading,2011-04-04 19:11:00,other,73,42,5
nc,2011,lower,HB 236,NCV00003764,lower,Third Reading,2011-04-04 19:13:00,other,67,49,4
nc,2011,upper,SB 244,NCV00003767,upper,Second Reading,2011-04-04 19:12:00,other,49,0,1
nc,2011,upper,SB 265,NCV00003768,upper,Motion 9\To Concur,2011-04-04 19:46:00,other,31,18,1
nc,2011,upper,SB 339,NCV00003769,upper,Amendment 1,2011-04-04 19:14:00,other,49,0,1
nc,2011,upper,SB 339,NCV00003770,upper,Second Reading,2011-04-04 19:17:00,other,49,0,1
nc,2011,upper,SB 375,NCV00003771,upper,Second Reading,2011-04-04 19:19:00,other,49,0,1
nc,2011,lower,HB 7,NCV00003772,upper,Amendment 2,2011-04-04 19:25:00,other,18,31,1
nc,2011,lower,HB 7,NCV00003773,upper,Amendment 3,2011-04-04 19:31:00,other,18,31,1
nc,2011,lower,HB 7,NCV00003774,upper,Amendment 1,2011-04-04 19:23:00,other,18,31,1
nc,2011,lower,HB 7,NCV00003775,upper,Amendment 4,2011-04-04 19:34:00,other,18,31,1
nc,2011,lower,HB 7,NCV00003776,upper,Second Reading,2011-04-04 19:41:00,other,31,18,1
nc,2011,lower,HB 21,NCV00003777,upper,Second Reading,2011-04-04 19:43:00,other,49,0,1
nc,2011,lower,HB 153,NCV00003778,lower,Second Reading,2011-04-05 15:01:00,other,102,15,3
nc,2011,lower,HB 153,NCV00003779,lower,A1 Howard\Second Reading,2011-04-05 14:28:00,other,116,0,4
nc,2011,lower,HB 159,NCV00003780,upper,Third Reading,2011-04-04 19:44:00,other,49,0,1
nc,2011,lower,HB 278,NCV00003781,lower,Second Reading,2011-04-05 14:20:00,other,114,0,6
nc,2011,lower,HB 358,NCV00003783,lower,Second Reading,2011-04-05 14:22:00,other,116,0,4
nc,2011,upper,SB 241,NCV00003785,upper,Second Reading,2011-04-05 15:15:00,other,50,0,0
nc,2011,upper,SB 339,NCV00003786,upper,Third Reading,2011-04-05 15:21:00,other,50,0,0
nc,2011,upper,SB 368,NCV00003787,upper,Motion 9\To Concur,2011-04-05 15:23:00,other,50,0,0
nc,2011,lower,HB 59,NCV00003788,upper,Second Reading,2011-04-05 15:18:00,other,50,0,0
nc,2011,lower,HB 61,NCV00003789,lower,A1 Blust\Second Reading,2011-04-06 15:03:00,other,115,2,3
nc,2011,lower,HB 61,NCV00003790,lower,A2 Spear\Second Reading,2011-04-06 15:29:00,other,50,68,2
nc,2011,lower,HB 61,NCV00003791,lower,A3 Hackney\Second Reading,2011-04-06 15:30:00,other,52,65,3
nc,2011,lower,HB 61,NCV00003792,lower,Second Reading,2011-04-06 15:33:00,other,72,47,1
nc,2011,lower,HB 153,NCV00003793,lower,Third Reading,2011-04-06 15:51:00,other,116,1,3
nc,2011,lower,HB 153,NCV00003794,lower,A3 Womble\Third Reading,2011-04-06 15:44:00,other,116,1,3
